Symbol,int2,
CG10479,1,
Rcc1,20,
Rcc1,32,
Rcc1,65,
Rcc1,22,
CG10483,13,
CG10483,45,
eyg,11,
eyg,17,
eyg,20,
eyg,6,
eyg,84,
eyg,13,
eyg,2,
eyg,67,
eyg,79,
eyg,3,
eyg,8,
eyg,81,
eyg,27,
eyg,29,
eyg,12,
eyg,61,
eyg,24,
eyg,80,
eyg,31,
eyg,23,
Pole2,28,
Pole2,29,
Pole2,60,
Cct1,6,
Cct1,81,
Cct1,11,
Cct1,47,
CG10494,18,
CG10494,25,
CG10494,149,
CG10494,20,
CG10494,83,
CG10494,18,
TAF1C-like,21,
cdc2c,5,
cdc2c,16,
cdc2c,21,
CG10508,26,
CG10508,11,
CG10508,13,
CG10508,90,
CG10508,5,
CG10508,2,
CG10508,15,
CG10508,17,
CG10508,11,
CG10508,42,
CG10510,2,
CG10510,39,
CG10510,7,
CG10510,14,
CG10510,36,
CG10510,61,
CG10510,7,
CG10510,7,
CG10510,17,
CG10510,4,
CG10510,2,
CG10510,22,
CG10510,8,
CG10510,33,
CG10510,47,
CG10510,23,
CG10510,49,
CG10512,20,
CG10512,22,
CG10512,8,
CG10513,3,
CG10513,3,
tub,43,
sti,30,
park,3,
park,18,
park,26,
park,54,
park,13,
CG10527,5,
CG10527,6,
CG10527,14,
CG10527,27,
CG10527,21,
CG10527,13,
CG10527,4,
CG10527,31,
CG10527,29,
CG10527,17,
fs(2)ltoPP43,29,
fs(2)ltoPP43,6,
fs(2)ltoPP43,11,
fs(2)ltoPP43,20,
fs(2)ltoPP43,56,
Cht9,136,
Cht9,13,
Cht9,29,
Cht9,117,
Elp1,26,
Elp1,64,
cbx,34,
CdGAPr,88,
S6k,8,
cpa,34,
cpa,63,
cpa,7,
cpa,10,
Tektin-C,12,
Tektin-C,20,
Tektin-C,9,
Tektin-C,18,
Tektin-C,9,
Tektin-C,13,
Tektin-C,5,
Tektin-C,18,
Tektin-C,9,
Tektin-C,34,
Tektin-C,13,
Tektin-C,41,
Tektin-C,9,
Tektin-C,12,
Tektin-C,2,
Tektin-C,28,
Tektin-C,6,
Bre1,21,
Bre1,9,
Bre1,35,
Gbeta13F,5,
Gbeta13F,36,
Gbeta13F,25,
CG10550,19,
CG10559,47,
CG10559,2,
CG10559,50,
CG10559,1,
CG10559,14,
5-HT2A,35,
CG10561,89,
CG10565,17,
CG10566,6,
CG10566,3,
CG10566,119,
MED31,3.00,
CG10570,5,
ara,1,
ko,11,
ko,7,
ko,1,
ko,2,
ko,19,
Ppat-Dpck,4,
Ppat-Dpck,11,
CG10576,5,
CG10576,5,
DnaJ-1,20,
DnaJ-1,97,
DnaJ-1,4,
DnaJ-1,4,
DnaJ-1,64,
DnaJ-1,4,
DnaJ-1,5,
DnaJ-1,18,
DnaJ-1,22,
DnaJ-1,4,
DnaJ-1,40,
DnaJ-1,12,
DnaJ-1,19,
DnaJ-1,5,
DnaJ-1,67,
DnaJ-1,32,
DnaJ-1,7,
DnaJ-1,2,
DnaJ-1,4,
DnaJ-1,48,
DnaJ-1,2,
DnaJ-1,3,
DnaJ-1,15,
DnaJ-1,34,
DnaJ-1,7,
DnaJ-1,31,
DnaJ-1,6,
DnaJ-1,12,
DnaJ-1,26,
DnaJ-1,2,
CG10585,16,
CG10585,7,
CG10589,4,
Karybeta3,5,
CG10591,33,
CG10591,10,
CG10591,1,
CG10591,8,
Acer,4,
spo,14,
Msr-110,16,
Msr-110,13,
CG10600,11,
CG10600,8,
CG10600,14,
CG10600,4,
CG10602,11,
CG10602,18,
CG10602,9,
bsh,23,
bsh,18,
bsh,24,
bsh,15,
bsh,6,
bsh,11,
bsh,165,
bsh,35,
bsh,43,
bsh,45,
bsh,6,
bsh,26,
bsh,9,
bsh,4,
bsh,26,
ECSIT,10,
ECSIT,25,
CG10616,12,
tup,2,
tup,21,
tup,41,
tup,2,
tup,29,
Tsf2,11,
Tsf2,13,
CG10623,4,
sinu,19,
sinu,5,
sinu,30,
sinu,5,
sinu,7,
sinu,4,
sinu,5,
nst,32,
nst,6,
nst,10,
sowah,25,
sowah,15,
sowah,5,
sowah,13,
sowah,6,
CG10638,15,
Snr1,32,
Snr1,7,
Snr1,6,
Snr1,2,
Snr1,26,
Snr1,6,
Snr1,15,
Snr1,3,
Snr1,9,
Snr1,6,
Snr1,18,
Snr1,7,
Snr1,4,
Snr1,4,
Snr1,11,
Snr1,31,
Snr1,6,
Snr1,9,
Snr1,11,
Snr1,2,
Snr1,68,
Snr1,4,
Snr1,8,
Snr1,5,
Snr1,6,
Snr1,2,
Snr1,4,
Snr1,5,
Snr1,5,
Snr1,8,
Uev1A,35,
Uev1A,17,
Uev1A,34,
Klp64D,8,
lama,26,
lama,11,
Scsalpha,20,
Scsalpha,16,
Scsalpha,1,
Scsalpha,19,
Scsalpha,12,
CG10650,10,
CG10650,6,
CG10650,12,
CG10650,3,
CG10650,19,
CG10650,31,
CG10650,18,
CG10650,3,
CG10650,11,
CG10650,3,
CG10650,18,
CG10650,26,
CG10650,16,
CG10650,1,
CG10650,15,
CG10650,3,
CG10650,6,
CG10650,5,
CG10650,10,
CG10650,1,
CG10650,38,
RpL30,15,
RpL30,31,
RpL30,3,
RpL30,109,
RpL30,4,
hk,1,
hk,7,
hk,1,
hk,13,
hk,3,
hk,3,
hk,22,
hk,12,
hk,4,
hk,24,
hk,4,
hk,1,
hk,5,
hk,13,
CG10654,1,
CG10654,15,
CG10654,10,
CG10654,13,
CG10654,6,
CG10654,9,
CG10654,14,
CG10654,21,
CG10654,12,
CG10654,8,
CG10654,20,
CG10654,315,
CG10654,12,
CG10663,7,
CG10663,2,
CG10663,4,
CG10663,25,
CG10663,16,
CG10663,8,
CoIV,10,
CoIV,6,
CoIV,3,
CoIV,16,
CG10671,15,
CG10671,3,
Prpk,1,
Nedd8,4,
Nedd8,3,
Nedd8,4,
CG10680,14,
CG10680,15,
CG10681,15,
CG10681,4,
CG10681,31,
vih,18,
vih,9,
vih,37,
vih,30,
vih,2,
rhi,5,
rhi,9,
rhi,5,
rhi,18,
rhi,5,
rhi,4,
rhi,15,
rhi,7,
l(2)37Cg,17,
l(2)37Cg,6,
l(2)37Cg,4,
l(2)37Cg,7,
l(2)37Cg,10,
tral,5,
tral,3,
tral,10,
tral,14,
tral,22,
tral,7,
tral,13,
tral,6,
tral,41,
tral,126,
tral,5,
Aats-asn,4,
l(2)37Cc,21,
l(2)37Cc,22,
l(2)37Cc,16,
CG10694,10,
CG10694,10,
CG10694,5,
CG10694,13,
CG10694,8,
CG10694,2,
CG10694,7,
CG10694,15,
CG10694,6,
CG10694,3,
CG10694,17,
CG10694,9,
CG10694,2,
CG10694,3,
CG10694,18,
Pat1,18,
Pat1,29,
Pat1,2,
Pat1,25,
Pat1,18,
Pat1,7,
Pat1,10,
Pat1,27,
Pat1,12,
Pat1,12,
Pat1,15,
Pat1,2,
Pat1,1,
Pat1,11,
Pat1,46,
Pat1,21,
Pat1,20,
Pat1,2,
Pat1,6,
Pat1,5,
Pat1,14,
Pat1,2,
Pat1,5,
Pat1,8,
Lim3,12,
Lim3,5,
Lim3,5,
Lim3,1,
Lim3,4,
Lim3,2,
Lim3,11,
Lim3,3,
Lim3,2,
Lim3,7,
Alh,5,
Alh,3,
CG10700,3,
Moe,10,
GCC88,5,
GCC88,6,
GCC88,4,
GCC88,9,
GCC88,60,
GCC88,1,
GCC88,3,
GCC88,48,
GCC88,10,
E2f2,5,
E2f2,5,
E2f2,6,
E2f2,3,
E2f2,5,
E2f2,14,
E2f2,1,
E2f2,2,
E2f2,2,
E2f2,1,
E2f2,21,
E2f2,2,
E2f2,7,
E2f2,6,
E2f2,1,
E2f2,6,
E2f2,1,
E2f2,9,
E2f2,1,
E2f2,3,
E2f2,4,
E2f2,18,
CG10710,22,
CG10710,9,
CG10710,2,
Vps36,3,
Vps36,7,
Vps36,9,
Vps36,1,
Vps36,10,
Vps36,10,
Chro,2,
Chro,2,
Chro,7,
Chro,15,
Chro,9,
Chro,2,
CG10713,6,
brat,33,
brat,39,
CG10721,8,
CG10721,7,
CG10721,4,
CG10721,6,
CG10721,12,
flr,1,
barr,1,
barr,3,
CG10730,1,
loj,12,
loj,17,
pigeon,9,
Liprin-beta,9,
fok,4,
fok,12,
fok,4,
fok,4,
fok,17,
CG10749,8,
CG10750,12,
CG10750,5,
CG10750,3,
robl,6,
robl,1,
robl,18,
robl,5,
robl,7,
robl,12,
CG10754,4,
Taf13,6,
mRpS18B,5,
mRpS18B,2,
CG1077,5,
CG1077,11,
wit,2,
CG10777,24,
CG10777,5,
Fip1,5,
Fip1,5,
Fip1,3,
Fip1,10,
Fip1,2,
ng1,2,
dm,16,
dm,21,
dm,52,
Rca1,4,
Rca1,5,
Rca1,8,
Rca1,1,
Rca1,5,
l(2)k09022,16,
Nha1,20,
Nha1,13,
Nha1,48,
Nha1,11,
CG10809,7,
eIF4G,18,
CG10814,3,
CG10814,17,
CG10814,29,
CG10814,1,
CG10814,3,
CG10814,6,
CG10814,3,
CG10814,9,
CG10814,3,
CG10814,1,
CG10814,28,
CG10822,2,
CG10822,5,
CG10822,1,
CG10822,2,
Ice2,15,
Ice2,3,
eIF-4B,2,
eIF-4B,2,
robl22E,6,
robl22E,1,
robl22E,5,
Cont,6,
eIF5B,20,
eIF5B,4,
dyn-p25,4,
dyn-p25,2,
dyn-p25,38,
dyn-p25,11,
dyn-p25,7,
dyn-p25,2,
dyn-p25,7,
dyn-p25,24,
dyn-p25,7,
Sc2,1,
Sc2,4,
Sc2,3,
Sc2,11,
Sc2,12,
Sc2,3,
Sc2,18,
Sc2,1,
Sc2,1,
Sc2,4,
Sc2,11,
Sc2,4,
Sc2,78,
Sc2,3,
Sc2,77,
Sc2,115,
B52,9,
B52,32,
B52,7,
B52,26,
B52,22,
Acp63F,90,
Acp63F,5,
Glut1,1,
Glut1,66,
orb,32,
CG10869,11,
p53,4,
Vha26,4,
Vha26,4,
Vha26,48,
Vha26,8,
Vha26,22,
Vha26,15,
Vha26,6,
Vha26,1,
Vha26,15,
Vha26,193,
Vha26,4,
Vha26,23,
Sec24CD,28,
Sec24CD,17,
Sec24CD,1,
Sec24CD,56,
Sec24CD,91,
Sec24CD,6,
Sec24CD,1,
Sec24CD,15,
Sec24CD,12,
Sec24CD,3,
Sec24CD,14,
Sec24CD,15,
Sec24CD,131,
CG10889,8,
tou,23,
osk,20,
osk,43,
osk,12,
osk,2,
CG10904,5,
CG10904,17,
Der-1,41,
CG1091,8,
CG1091,1,
CG1091,1,
CG1091,12,
CG1091,12,
CG1091,2,
CG1091,97,
CG1091,90,
CG1091,15,
CG10911,19,
CG10914,6,
CG10914,20,
fj,5,
CG10918,19,
CG10918,10,
CG10918,3,
La,9,
La,17,
La,34,
La,35,
La,31,
La,13,
CG10927,36,
CG10927,2,
CG10927,1,
CG10933,41,
Sip1,3,
Sip1,3,
CG10943,1,
CG10943,21,
CG10943,4,
CG10943,23,
CG10943,1,
CG10943,3,
CG10943,11,
CG10943,21,
CG10943,65,
CG10943,33,
CG10943,100,
CG10943,9,
CG10943,2,
CG10943,13,
RpS6,5,
RpS6,161,
RpS6,69,
RpS6,10,
RpS6,2,
RpS6,1,
RpS6,12,
RpS6,20,
CG10948,1,
CG10948,1,
CG10948,2,
CG10948,6,
CG10948,1,
CG10948,1,
CG10948,19,
CG10948,15,
CG10948,17,
CG10948,1,
CG10949,39,
CG10949,85,
CG10950,2,
Arpc2,79,
Arpc2,24,
Rtf1,10,
CG10958,3,
CG10959,32,
CG10959,6,
CG10959,10,
CG10960,2,
Traf6,6,
Traf6,1,
Traf6,26,
Traf6,3,
Traf6,7.00,
Traf6,6,
Traf6,25,
Traf6,8,
Traf6,2,
Traf6,4,
Traf6,24,
Traf6,23,
Traf6,10,
sni,2,
Atg1,1,
Atg1,2,
Hip1,21,
Hip1,23,
Hip1,10,
Hip1,1,
Hip1,5,
Hip1,28,
Hip1,7,
Hip1,11,
Vap-33B,8,
Vap-33B,28,
Vap-33B,8,
CG10979,5,
CG10979,12,
CG10979,7,
CG10979,12,
CG10979,3,
CG10979,24,
CG10979,9,
CG10979,7,
CG10979,11,
CG10979,16,
CG10979,19,
CG10979,11,
CG10979,19,
CG10979,10,
CG10979,37,
CG10979,8,
CG10979,14,
CG10979,8,
CG10979,57,
CG10979,109,
CG10979,14,
CG10979,20,
CG10979,21,
dgrn,14,
dgrn,37,
dgrn,39,
dgrn,51,
dgrn,3,
g,1,
Grip91,44,
Dap160,7,
Dap160,109,
Dap160,15,
Dap160,25,
Dap160,17,
Dap160,24,
Dap160,9,
Dap160,4,
Pdcd4,7,
Pdcd4,100,
Pdcd4,7,
Pdcd4,4,
Pdcd4,1,
Pdcd4,16,
CtsB1,10,
CtsB1,214,
CtsB1,18,
CtsB1,2,
CtsB1,11,
CtsB1,12,
CtsB1,95,
Rpn5,7,
Rpn5,11,
Rpn5,14,
FK506-bp2,4,
FK506-bp2,1,
FK506-bp2,5,
FK506-bp2,13,
FK506-bp2,5,
FK506-bp2,34,
FK506-bp2,4,
FK506-bp2,81,
FK506-bp2,2,
FK506-bp2,54,
FK506-bp2,5,
Sap130,10,
Sap130,14,
Sap130,14,
Sap130,2,
Sap130,13,
Sap130,12,
Sap130,10,
Sap130,41,
Sap130,1,
CG11007,17,
CG11007,112,
CG42588,5,
Wbp2,3,
CoVb,5,
MP1,3,
isopeptidase-T-3,18,
Arf102F,5,
Arf102F,14,
CG11029,3,
CG11030,39,
CG11034,15,
CG11035,16,
CG1104,42,
CG1104,50,
CG1104,2,
CG1104,7,
CG1104,5,
CG1104,21,
CG1104,11,
CG1104,12,
CG1104,50,
CG1104,7,
CG1104,15,
CG1104,12,
CG1104,24,
CG1104,2,
CG1104,4,
CG1104,34,
CG1104,15,
CG1104,3,
CG1104,10,
CG1104,1,
CG1104,8,
CG1104,11,
CG1104,5,
Efhc1.2,6,
Nplp2,13,
Hsl,9,
Hsl,68,
Hsl,37,
Hsl,23,
Hsl,1,
Hsl,10,
GM130,4,
GM130,16,
GM130,15,
GM130,5,
GM130,8,
GM130,7,
GM130,4,
GM130,28,
GM130,2,
GM130,5,
GM130,1,
GM130,2,
GM130,5,
GM130,2,
GM130,19,
GM130,3,
GM130,20,
GM130,2,
GM130,20,
GM130,6,
GM130,2,
GM130,2,
GM130,40,
GM130,47,
GM130,18,
GM130,15,
GM130,7,
jub,5,
Rfabg,30,
Rfabg,12,
Rfabg,3,
CG11068,9,
aux,16,
aux,20,
CG11076,1,
CG11076,62,
CG11076,9,
CG11076,11,
CG11076,11,
CG11076,50,
CG11076,6,
CG11076,33,
CG11076,10,
CG11076,3,
CG11076,12,
CG11076,4,
CG11076,79,
CG11076,9,
CG11077,9,
PlexA,14,
Gadd45,1,
Gadd45,5,
Gadd45,11,
Gadd45,22,
Nup93-1,13,
Nup93-1,1,
Nup93-1,33,
Nup93-1,39,
Nup93-1,39,
Nup93-1,6,
Nup93-1,1,
Nup93-1,23,
Nup93-1,29,
Nup93-1,3,
dsx,4,
dsx,7,
dsx,19,
dsx,11,
dsx,13,
dsx,15,
dsx,4,
dsx,3,
dsx,4,
dsx,107,
dsx,11,
dsx,14,
dsx,21,
dsx,3,
dsx,47,
dsx,5,
dsx,5,
dsx,15,
dsx,5,
dsx,48,
dsx,6,
dsx,2,
dsx,5,
dsx,18,
dsx,56,
dsx,25,
dsx,2,
dsx,4,
dsx,15,
dsx,22,
dsx,27,
dsx,11,
dsx,21,
dsx,104,
dsx,10,
dsx,3,
dsx,38,
Mes2,1,
Mes2,9,
Mes2,2,
Mes2,112,
Mes2,16,
Mes2,8,
Mes2,13,
Mes2,18,
Mes2,19,
pwn,20,
pwn,1,
CG11107,3,
CG11109,40,
CG11110,60,
Ssl1,69,
alpha-Est7,9,
so,12,
so,4,
so,11,
so,3,
so,11,
so,25,
so,46,
so,15,
so,2,
so,12,
so,4,
so,5,
so,18,
so,8,
so,1,
CG11125,15,
CG11125,6,
CG11125,10,
CG11127,109,
slif,2,
slif,8,
slif,4,
Yp3,2,
Yp3,17,
Yp3,6,
Yp3,6,
Yp3,23,
Yp3,5,
Yp3,2,
DMAP1,5,
BoYb,6,
CG11138,5,
CG11138,6,
CG11138,19,
CG11138,8,
CG11138,8,
CG11138,61,
CG11138,4,
CG11138,9,
CG11138,2,
CG11138,6,
CG11138,11,
CG11138,11,
CG11138,6,
CG11138,26,
CG11138,4,
CG11138,11,
CG11138,19,
CG11138,2,
CG11138,4,
CG11138,2,
CG11138,30,
CG11138,19,
CG11138,3,
CG11138,16,
CG11138,9,
CG11138,9,
CG11138,14,
CG11138,11,
CG11138,4,
CG11138,19,
CG11138,15,
CG11138,2,
CG11138,25,
CG11138,25,
CG11138,3,
CG11138,3,
CG11138,3,
CG11138,1,
CG11138,5,
CG11138,8,
CG11138,5,
CG11138,9,
CG11138,21,
CG11138,4,
CG11138,6,
CG11138,33,
p47,17,
Aldh-III,1,
Aldh-III,11,
Aldh-III,7,
Aldh-III,23,
obst-E,7,
CG11145,8,
CG11148,8,
CG11148,27,
CG11148,3,
CG11148,3,
CG11148,17,
Vps37B,7,
Vps37B,7,
ATPsyn-beta,7,
ATPsyn-beta,7,
ATPsyn-beta,6,
ATPsyn-beta,94,
ATPsyn-beta,28,
ATPsyn-beta,30,
ATPsyn-beta,15,
ATPsyn-beta,7,
ATPsyn-beta,33,
ATPsyn-beta,7,
ATPsyn-beta,15,
ATPsyn-beta,11,
ATPsyn-beta,13,
ATPsyn-beta,11,
ATPsyn-beta,4,
mus101,15,
CG1116,1,
CG1116,21,
CG1116,19,
ZnT41F,5,
ZnT41F,16,
ZnT41F,5,
ZnT41F,24,
ZnT41F,29,
ZnT41F,5,
CG11164,15,
CG11164,2,
CG11164,27,
CG11164,4,
CG11164,8,
CG11164,45,
CG11164,5,
CG11164,52,
CG11164,9,
CG11164,2,
CG11164,2,
CG11164,5,
CG11164,16,
CG11164,1,
CG11164,19,
CG11164,13,
CG11164,39,
CG11164,79,
CG11164,15,
CG11164,18,
CG11164,6,
CG11164,3,
CG11164,12,
CG11164,23,
CG11164,56,
CG11164,5,
CG11164,1,
CG11164,4,
CG11164,37,
CG11164,6,
CG11164,14,
CG11164,44,
CG11164,14,
CG11164,8,
CG11164,37,
CG11164,1,
CG11164,90,
CG11164,11,
CG11164,83,
CG11164,20,
CG11164,12,
CG11164,30,
CG11164,3,
CG11164,2,
CG11164,64,
CG11164,21,
CG11164,40,
CG11164,11,
CG11164,2,
CG11164,3,
CG11164,3,
CG11164,4,
CG11164,6,
CG11164,6,
CG11164,16,
CG11164,2,
CG11164,7,
CG11164,4,
CG11164,84,
CG11164,7,
CG11164,2,
CG11164,19,
CG11164,54,
CG11164,47,
CG11164,21,
CG11164,40,
CG11164,7,
CG11164,19,
CG11164,8,
CG11164,9,
CG11164,8,
CG11164,9,
CG11164,4,
CG11164,8,
CG11164,9,
CG11164,6,
CG11164,39,
CG11164,21,
CG11164,3,
CG11164,3,
CG11164,10,
CG11164,1,
CG11164,4,
CG11164,1,
CG11164,6,
CG11164,45,
CG11164,3,
CG11164,3,
CG11164,10,
CG11164,12,
CG11164,9,
CG11164,5,
CG11164,17,
CG11164,13,
CG11164,3,
CG11164,8,
CG11164,2,
CG11164,10,
CG11164,5,
CG11165,26,
CG11165,2,
CG11165,5,
Eaf,4,
Eaf,9,
Eaf,127,
Eaf,5,
Eaf,14,
Eaf,14,
Eaf,7,
Eaf,11,
Eaf,25,
Eaf,6,
Eaf,16,
Eaf,12,
Eaf,8,
Eaf,13,
Eaf,18,
Eaf,2,
Eaf,2,
Eaf,69,
Eaf,3,
Eaf,36,
CG11168,3,
NFAT,5,
Snap29,5,
Snap29,53,
Snap29,18,
Snap29,2,
Snap29,2,
Snap29,59,
Snap29,15,
Snap29,5,
Snap29,15,
Snap29,14,
Snap29,2,
Snap29,6,
Tango2,7,
Tango2,5,
BthD,34,
CG11178,12,
CG11178,56,
CG11178,9,
CG11180,50,
CG11180,5,
CG11180,3,
CG11180,6,
cup,23,
cup,24,
cup,9,
cup,8,
cup,18,
cup,8,
cup,2,
cup,8,
cup,9,
cup,45,
cup,16,
cup,4,
cup,55,
cup,2,
cup,2,
cup,24,
cup,3,
PHDP,20,
PHDP,8,
PHDP,15,
PHDP,5,
PHDP,18,
PHDP,11,
PHDP,2,
PHDP,2,
PHDP,5,
PHDP,15,
PHDP,36,
PHDP,3,
PHDP,11,
PHDP,25,
Dcp1,44,
Dcp1,5,
Dcp1,26,
Dcp1,69,
toy,7,
toy,12,
toy,12,
toy,110,
toy,13,
toy,16,
toy,3,
toy,14,
Aatf,12,
Aatf,4,
Hey,20,
Hey,7,
Hey,3,
Hey,6,
Hey,13,
Hey,18,
Hey,26,
Hey,5,
Hey,4,
Hey,11,
Hey,8,
Hey,7,
Hey,22,
Hey,24,
Hey,118,
Hey,23,
Hey,5,
Hey,3,
Hey,5,
Hey,2,
Hey,2,
Hey,2,
Hey,2,
Hey,5,
Hey,12,
Hey,3,
Hey,24,
Hey,12,
Hey,5,
Hey,18,
Liprin-alpha,10,
IntS10,24,
IntS10,14,
IntS10,14,
IntS10,5,
CG11200,6,
CG11200,2,
TTLL3B,8,
org-1,5,
org-1,12,
org-1,11,
phr,5,
phr,49,
CG11208,3,
Cp38,2,
Cp38,19,
Cp38,2,
Cp38,5,
Cp38,3,
Cp38,1,
Cp38,2,
Cp38,6,
Cp38,3,
Cp38,1,
Cp38,1,
Cp38,18,
Cp38,16,
Cp38,4,
Cp38,10,
Cp38,5,
Cp38,2,
Cp38,1,
Cp38,3,
Cp38,13,
Cp38,4,
Cp38,2,
Cp38,10,
Cp38,1,
Cp38,6,
Cp38,7,
Cp38,3,
Cp38,2,
Obp56d,5,
Obp56d,1,
CG11227,1,
hpo,1,
hpo,4,
hpo,1,
hpo,5,
hpo,14,
hpo,16,
hpo,4,
hpo,3,
hpo,12,
hpo,43,
hpo,2,
hpo,1,
hpo,2,
hpo,3,
hpo,1,
hpo,8,
hpo,27,
hpo,1,
hpo,2,
hpo,4,
CG11247,2,
CG11247,27,
CG11247,2,
CG11247,6,
CG11247,14,
CG11247,14,
CG11247,2,
CG11247,2,
CG11247,2,
CG11248,4,
CG11248,2,
CG11248,27,
CG11248,6,
CG11248,2,
CG11248,4,
CG11248,8,
CG11248,10,
CG11248,4,
CG11248,3,
CG11248,20,
CG11248,13,
CG11248,3,
CG11248,2,
CG11248,8,
CG11248,2,
CG11248,4,
CG11248,1,
CG11248,27,
CG11248,7,
CG11249,12,
CG11249,3,
Zmynd10,16,
Zmynd10,7,
mael,3,
mael,4,
MICAL-like,3,
MICAL-like,44,
MICAL-like,8,
MICAL-like,2,
Trf4-1,19,
Trf4-1,2,
Trf4-1,1,
Trf4-1,7,
Trf4-1,12,
Trf4-1,20,
Trf4-1,7,
Trf4-1,1,
Trf4-1,18,
Trf4-1,15,
Trf4-1,22,
Trf4-1,2,
Trf4-1,1,
Trf4-1,3,
Trf4-1,2,
Trf4-1,6,
Trf4-1,9,
Trf4-1,19,
CG11266,1,
CG11266,7,
CG11266,9,
CG11266,21,
CG11266,22,
CG11266,9,
CG11266,2,
CG11266,2,
CG11266,10,
CG11266,22,
RpS12,6,
RpS12,6,
RpS12,2,
RpS12,10,
RpS12,13,
RpS12,26,
RpS12,4,
RpS12,7,
RpS12,17,
RpS12,1,
RpS12,19,
RpS12,2,
RpS12,10,
RpS12,22,
RpS12,10,
RpS12,2,
RpS12,6,
RpS12,10,
RpS12,5,
RpS12,6,
SRm160,7,
CG11275,12,
CG11275,33,
CG11275,2,
CG11275,3,
CG11275,16,
CG11275,6,
CG11275,7,
CG11275,8,
CG11275,40,
CG11275,7,
CG11275,12,
CG11275,3,
CG11275,3,
CG11275,4,
CG11275,4,
CG11275,12,
CG11275,14,
CG11275,11,
CG11275,14,
CG11275,3,
CG11275,13,
CG11275,8,
CG11275,5,
CG11275,19,
CG11275,13,
CG11275,2,
RpS4,6,
RpS4,4,
RpS4,5,
RpS4,7,
alpha-Est9,7,
trn,28,
trn,11,
trn,7,
trn,20,
trn,4,
CG11284,10,
St3,8,
St3,12,
St3,2,
l(2)dtl,16,
Sesn,3,
Sesn,2,
Sesn,4,
scrt,16,
scrt,13,
CG11300,20,
CG11300,8,
Mes4,11,
Sirt7,7,
Sirt7,3,
Sirt7,8,
Sirt7,29,
CG11306,14,
CG11309,28,
insc,4,
insc,6,
Npc2g,3,
Npc2g,2,
Npc2g,11,
Npc2g,3,
Npc2g,6,
fd64A,33,
fd64A,19,
fd64A,6,
fd64A,11,
fd64A,5,
fd64A,26,
fd64A,3,
fd64A,6,
fd64A,6,
CG11320,3,
CG11321,14,
CG11322,11,
CG11322,2,
CG11322,2,
CG11322,2,
CG11322,2,
CG11322,7,
CG11322,15,
homer,5,
homer,8,
homer,5,
homer,72,
homer,5,
homer,3,
homer,3,
homer,5,
homer,5,
homer,6,
homer,3,
homer,2,
homer,12,
homer,2,
homer,8,
homer,2,
homer,3,
homer,1,
homer,1,
homer,5,
homer,8,
homer,11,
homer,2,
homer,10,
homer,20,
homer,2,
AkhR,7,
AkhR,11,
Tsp,1,
Tsp,42,
Tsp,2,
Tsp,5,
Tsp,2,
Tsp,2,
Tsp,5,
Tsp,12,
Tsp,13,
Tsp,9,
Tsp,5,
Tsp,12,
Tsp,12,
Tsp,5,
Tsp,1,
Tsp,8,
Tsp,2,
Tsp,2,
Tsp,1,
Tsp,14,
Tsp,8,
Tsp,17,
Tsp,10,
Tsp,15,
Tsp,33,
Tsp,11,
Tsp,9,
Tsp,26,
CG11327,2,
CG11327,7,
CG11327,2,
CG11327,4,
CG11327,27,
CG11327,5,
CG11327,4,
CG11327,15,
CG11327,5,
CG11327,1,
CG11327,5,
CG11327,3,
CG11327,5,
CG11327,3,
CG11327,2,
CG11327,12,
CG11327,8,
CG11327,3,
CG11327,8,
CG11327,10,
CG11327,16,
CG11327,13,
CG11327,1,
CG11327,5,
CG11327,9,
CG11327,6,
CG11327,10,
CG11327,2,
CG11327,5,
CG11327,11,
CG11327,9,
CG11327,4,
CG11327,6,
CG11327,12,
CG11327,6,
CG11327,9,
CG11327,2,
CG11327,2,
CG11327,2,
CG11327,2,
CG11327,15,
CG11327,2,
