FLY_GENE1	FLY_GENE2	REFERENCE	DATE_LAST_UPDATED	DATA_VERSION	REFERENCEURL	SYMBOL_BD	SYMBOL_AD	INTERACTION_TYPE	INTERACTION_DETECT_METHODS
FBgn0003346	FBgn0062255	FBrf0145942	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0145942.html	RanGAP	Su(Sd)2a-1	gg	
FBgn0015838	FBgn0086898	FBrf0162094	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0162094.html	Vang	dgo	gg	
FBgn0010382	FBgn0259685	FBrf0180291	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180291.html	CycE	crb	gg	
FBgn0003015	FBgn0020897	FBrf0090859	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0090859.html	osk	Su(osk)G23	gg	
FBgn0003041	FBgn0020493	FBrf0199094	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0199094.html	pbl	Dad	gg	
FBgn0014388	FBgn0261617	FBrf0190701	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190701.html	sty	nej	gg	
FBgn0003944	FBgn0015380	FBrf0195051	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0195051.html	Ubx	drl	gg	
FBgn0000463	FBgn0002627	FBrf0001812	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0001812.html	Dl	M(3)99E	gg	
FBgn0000591	FBgn0264492	FBrf0193054	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0193054.html	E(spl)m8-HLH	CkIIë±	gg	
FBgn0000384	FBgn0023172	"FBrf0180068, FBrf0188478"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0180068.html, http://flybase.net/reports/FBrf0188478.html"	cta	RhoGEF2	gg	
FBgn0003205	FBgn0003502	FBrf0139680	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0139680.html	Ras85D	Btk29A	gg	
FBgn0003189	FBgn0086450	"FBrf0192211, FBrf0094085"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0192211.html, http://flybase.net/reports/FBrf0094085.html"	r	su(r)	gg	
FBgn0003041	FBgn0086782	FBrf0199094	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0199094.html	pbl	amn	gg	
FBgn0025879	FBgn0033438	FBrf0155689	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0155689.html	Timp	Mmp2	gg	
FBgn0003117	FBgn0014002	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	Pdi	gg	
FBgn0000490	FBgn0043565	FBrf0131307	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0131307.html	dpp	Su(hh)II	gg	
FBgn0010228	FBgn0260642	FBrf0190761	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190761.html	HmgZ	Antp	gg	
FBgn0000719	FBgn0023172	"FBrf0099954, FBrf0188479, FBrf0188478"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0099954.html, http://flybase.net/reports/FBrf0188479.html, http://flybase.net/reports/FBrf0188478.html"	fog	RhoGEF2	gg	
FBgn0000179	FBgn0004644	FBrf0099019	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0099019.html	bi	hh	gg	
FBgn0030555	FBgn0259234	FBrf0192912	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0192912.html	Fbxl4	Camta	gg	
FBgn0001269	FBgn0004860	FBrf0104514	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0104514.html	inv	ph-d	gg	
FBgn0003285	FBgn0044031	FBrf0130106	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0130106.html	rst	Mod(rst)K58	gg	
FBgn0000412	FBgn0086373	FBrf0194564	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0194564.html	D1	EP3916	gg	
FBgn0003612	FBgn0004864	FBrf0137351	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0137351.html	Su(var)2-10	hop	gg	
FBgn0004053	FBgn0011655	FBrf0102608	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0102608.html	zen	Med	gg	
FBgn0038134	FBgn0260632	FBrf0188139	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188139.html	wntD	dl	gg	
FBgn0002775	FBgn0264270	FBrf0038035	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0038035.html	msl-3	Sxl	gg	
FBgn0003205	FBgn0019947	FBrf0190744	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190744.html	Ras85D	Psn	gg	
FBgn0000463	FBgn0010088	FBrf0057610	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0057610.html	Dl	Su(Dl)F116	gg	
FBgn0043455	FBgn0260635	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	CG5986	Diap1	gg	
FBgn0000490	FBgn0026343	FBrf0106338	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0106338.html	dpp	Su(tkv*)3-3	gg	
FBgn0003744	FBgn0022960	FBrf0184141	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0184141.html	trc	vimar	gg	
FBgn0003319	FBgn0041203	FBrf0174477	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0174477.html	Sb	LIMK1	gg	
FBgn0000289	FBgn0004859	"FBrf0009163, FBrf0130102, FBrf0129753"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0009163.html, http://flybase.net/reports/FBrf0130102.html, http://flybase.net/reports/FBrf0129753.html"	cg	ci	gg	
FBgn0000490	FBgn0005672	FBrf0129912	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0129912.html	dpp	spi	gg	
FBgn0003391	FBgn0041086	"FBrf0126356, FBrf0149011"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0126356.html, http://flybase.net/reports/FBrf0149011.html"	shg	zep	gg	
FBgn0003366	FBgn0013347	FBrf0086204	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0086204.html	sev	TfIIA-S	gg	
FBgn0000157	FBgn0003513	"FBrf0174519, FBrf0184157"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0174519.html, http://flybase.net/reports/FBrf0184157.html"	Dll	ss	gg	
FBgn0032006	FBgn0083243	FBrf0187664	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187664.html	Pvr	EP1207	gg	
FBgn0035300	FBgn0038197	FBrf0187461	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187461.html	CG1139	foxo	gg	
FBgn0000490	FBgn0011655	"FBrf0102615, FBrf0194511, FBrf0079237, FBrf0102610, FBrf0085251, FBrf0102608"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0102615.html, http://flybase.net/reports/FBrf0194511.html, http://flybase.net/reports/FBrf0079237.html, http://flybase.net/reports/FBrf0102610.html, http://flybase.net/reports/FBrf0085251.html, http://flybase.net/reports/FBrf0102608.html"	dpp	Med	gg	
FBgn0000581	FBgn0000588	FBrf0066905	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0066905.html	E(Pc)	esc	gg	
FBgn0001085	FBgn0265434	FBrf0135688	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0135688.html	fz	zip	gg	
FBgn0004657	FBgn0013733	FBrf0093664	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0093664.html	mys	shot	gg	
FBgn0003997	FBgn0011817	FBrf0152201	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0152201.html	hid	nmo	gg	
FBgn0004657	FBgn0020865	FBrf0104793	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0104793.html	mys	cass	gg	
FBgn0003964	FBgn0045032	FBrf0131311	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0131311.html	usp	usp::Cten\Usp-1	gg	
FBgn0003041	FBgn0029648	FBrf0199094	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0199094.html	pbl	CG3603	gg	
FBgn0003997	FBgn0039044	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	hid	p53	gg	
FBgn0263782	FBgn0264357	FBrf0155731	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0155731.html	Hmgcr	SNF4Aë_	gg	
FBgn0031453	FBgn0083235	FBrf0188513	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188513.html	Bacc	EP454	gg	
FBgn0001169	FBgn0260635	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	H	Diap1	gg	
FBgn0002868	FBgn0062412	FBrf0194402	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0194402.html	MtnA	Ctr1B	gg	
FBgn0000097	FBgn0016738	FBrf0087493	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0087493.html	aop	SR3-8	gg	
FBgn0026335	FBgn0264959	FBrf0107534	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0107534.html	Su(tor)278-22	Src42A	gg	
FBgn0000153	FBgn0003186	FBrf0044054	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0044054.html	b	qs	gg	
FBgn0000017	FBgn0000117	FBrf0102617	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0102617.html	Abl	arm	gg	
FBgn0003068	FBgn0024842	FBrf0101982	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0101982.html	per	per::Dpse\per	gg	
FBgn0000479	FBgn0003380	FBrf0056580	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0056580.html	dnc	Sh	gg	
FBgn0010315	FBgn0010382	FBrf0180302	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180302.html	CycD	CycE	gg	
FBgn0002622	FBgn0004872	FBrf0167655	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167655.html	RpS3	piwi	gg	
FBgn0015805	FBgn0024275	FBrf0132295	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0132295.html	HDAC1	UbxPRE	gg	
FBgn0005592	FBgn0027360	FBrf0187664	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187664.html	btl	Tim10	gg	
FBgn0002573	FBgn0086207	FBrf0194654	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0194654.html	sens	E(ls)3	gg	
FBgn0001169	FBgn0028978	"FBrf0128367, FBrf0190751"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0128367.html, http://flybase.net/reports/FBrf0190751.html"	H	trbl	gg	
FBgn0015279	FBgn0086706	"FBrf0190712, FBrf0190282"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0190712.html, http://flybase.net/reports/FBrf0190282.html"	Pi3K92E	pix	gg	
FBgn0011766	FBgn0028630	FBrf0111491	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0111491.html	E2f1	ksh-17	gg	
FBgn0004362	FBgn0264442	FBrf0190556	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190556.html	HmgD	ab	gg	
FBgn0003997	FBgn0053193	FBrf0151717	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0151717.html	hid	sav	gg	
FBgn0001139	FBgn0004197	FBrf0089839	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0089839.html	gro	Ser	gg	
FBgn0001077	FBgn0082687	FBrf0180288	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180288.html	ftz	E(ftz)1819	gg	
FBgn0015946	FBgn0036786	FBrf0144773	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0144773.html	grim	skl	gg	
FBgn0004635	FBgn0004644	FBrf0076146	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0076146.html	rho	hh	gg	
FBgn0025680	FBgn0262738	"FBrf0105937, FBrf0128455"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0105937.html, http://flybase.net/reports/FBrf0128455.html"	cry	norpA	gg	
FBgn0024836	FBgn0086898	FBrf0148945	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0148945.html	stan	dgo	gg	
FBgn0003975	FBgn0264922	FBrf0173453	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0173453.html	vg	smt3	gg	
FBgn0003997	FBgn0023143	FBrf0200069	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0200069.html	hid	Uba1	gg	
FBgn0002931	FBgn0015905	FBrf0006343	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0006343.html	net	ast	gg	
FBgn0004095	FBgn0265434	FBrf0083549	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0083549.html	l(2)60Dc	zip	gg	
FBgn0013263	FBgn0022238	FBrf0155961	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0155961.html	Trl	lolal	gg	
FBgn0000826	FBgn0004103	FBrf0138402	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0138402.html	png	Pp1-87B	gg	
FBgn0002781	FBgn0023147	FBrf0099893	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0099893.html	mod(mdg4)	Su(mg)3-5	gg	
FBgn0011211	FBgn0011763	FBrf0108515	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0108515.html	blw	Dp	gg	
FBgn0043900	FBgn0062521	FBrf0146918	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0146918.html	pygo	lgs::pygo	gg	
FBgn0000464	FBgn0014007	"FBrf0139775, FBrf0125454"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0139775.html, http://flybase.net/reports/FBrf0125454.html"	Lar	Ptp69D	gg	
FBgn0033649	FBgn0033652	FBrf0174491	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0174491.html	pyr	ths	gg	
FBgn0010382	FBgn0082635	FBrf0180291	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180291.html	CycE	S(CycE<up>JP</up>)2.10	gg	
FBgn0001325	FBgn0011330	FBrf0104417	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0104417.html	Kr	l(3)j2C3	gg	
FBgn0000389	FBgn0003319	FBrf0063684	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0063684.html	Cu-3	Sb	gg	
FBgn0045843	FBgn0086356	FBrf0131402	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0131402.html	RacGAP84C	tum	gg	
FBgn0002573	FBgn0020887	FBrf0190556	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190556.html	sens	Su(z)12	gg	
FBgn0004647	FBgn0262614	FBrf0089614	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0089614.html	N	pyd	gg	
FBgn0004956	FBgn0037632	FBrf0190752	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190752.html	upd1	Tcp-1ëá	gg	
FBgn0003317	FBgn0010382	FBrf0105843	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0105843.html	sax	CycE	gg	
FBgn0003326	FBgn0019808	FBrf0141477	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0141477.html	sca	aos::shg	gg	
FBgn0003366	FBgn0010433	FBrf0127389	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0127389.html	sev	ato	gg	
FBgn0004103	FBgn0026402	FBrf0155560	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0155560.html	Pp1-87B	NiPp1	gg	
FBgn0004101	FBgn0011715	FBrf0174517	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0174517.html	bs	Snr1	gg	
FBgn0000241	FBgn0003996	"FBrf0068484, FBrf0094715"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0068484.html, http://flybase.net/reports/FBrf0094715.html"	bw	w	gg	
FBgn0004837	FBgn0020496	FBrf0151327	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0151327.html	Su(H)	CtBP	gg	
FBgn0002774	FBgn0003028	"FBrf0105902, FBrf0065519"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0105902.html, http://flybase.net/reports/FBrf0065519.html"	mle	ovo	gg	
FBgn0003254	FBgn0003716	FBrf0138367	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0138367.html	rib	tkv	gg	
FBgn0003285	FBgn0044093	FBrf0130106	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0130106.html	rst	E(rst)D187	gg	
FBgn0000463	FBgn0002931	FBrf0057610	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0057610.html	Dl	net	gg	
FBgn0003371	FBgn0004889	FBrf0174550	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0174550.html	sgg	tws	gg	
FBgn0015946	FBgn0026404	"FBrf0135877, FBrf0190910, FBrf0129853"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0135877.html, http://flybase.net/reports/FBrf0190910.html, http://flybase.net/reports/FBrf0129853.html"	grim	Dronc	gg	
FBgn0003205	FBgn0264922	FBrf0139680	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0139680.html	Ras85D	smt3	gg	
FBgn0003270	FBgn0016927	FBrf0167944	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167944.html	amos	smi26D	gg	
FBgn0002183	FBgn0003944	FBrf0160948	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0160948.html	dre4	Ubx	gg	
FBgn0002573	FBgn0011715	FBrf0174517	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0174517.html	sens	Snr1	gg	
FBgn0001139	FBgn0004647	"FBrf0151327, FBrf0068755, FBrf0051853, FBrf0141440, FBrf0099460, FBrf0048232"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0151327.html, http://flybase.net/reports/FBrf0068755.html, http://flybase.net/reports/FBrf0051853.html, http://flybase.net/reports/FBrf0141440.html, http://flybase.net/reports/FBrf0099460.html, http://flybase.net/reports/FBrf0048232.html"	gro	N	gg	
FBgn0011288	FBgn0266720	FBrf0152037	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0152037.html	Snap25	Snap24	gg	
FBgn0003391	FBgn0010382	FBrf0180291	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180291.html	shg	CycE	gg	
FBgn0001077	FBgn0262955	FBrf0054059	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0054059.html	ftz	RpII140	gg	
FBgn0003041	FBgn0266579	FBrf0199094	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0199094.html	pbl	tau	gg	
FBgn0003733	FBgn0014053	FBrf0058535	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0058535.html	tor	Su(tor)2-321	gg	
FBgn0002567	FBgn0003210	FBrf0042242	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0042242.html	Rab32	rb	gg	
FBgn0004106	FBgn0004956	FBrf0190752	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190752.html	Cdk1	upd1	gg	
FBgn0001325	FBgn0002579	FBrf0086390	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0086390.html	Kr	RpL36	gg	
FBgn0003205	FBgn0262519	FBrf0190765	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190765.html	Ras85D	Mi-2	gg	
FBgn0002948	FBgn0010602	"FBrf0134637, FBrf0092090"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0134637.html, http://flybase.net/reports/FBrf0092090.html"	nod	lwr	gg	
FBgn0001325	FBgn0010881	FBrf0104417	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0104417.html	Kr	l(3)05967	gg	
FBgn0031888	FBgn0085407	FBrf0146914	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0146914.html	Pvf2	Pvf3	gg	
FBgn0000492	FBgn0020529	FBrf0136848	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0136848.html	Dr	l(3)CB24	gg	
FBgn0000320	FBgn0003205	FBrf0125429	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0125429.html	eya	Ras85D	gg	
FBgn0003892	FBgn0010315	FBrf0149123	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0149123.html	ptc	CycD	gg	
FBgn0003205	FBgn0011829	FBrf0190765	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190765.html	Ras85D	Ret	gg	
FBgn0000212	FBgn0003647	FBrf0129826	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0129826.html	brm	Su(z)6	gg	
FBgn0005592	FBgn0005638	FBrf0083323	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0083323.html	btl	slbo	gg	
FBgn0000490	FBgn0043566	FBrf0131307	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0131307.html	dpp	Su(hh)I	gg	
FBgn0003975	FBgn0040007	FBrf0109032	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0109032.html	vg	RpL38	gg	
FBgn0000412	FBgn0086655	FBrf0194564	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0194564.html	D1	jing	gg	
FBgn0003041	FBgn0033194	FBrf0199094	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0199094.html	pbl	Vps13	gg	
FBgn0003380	FBgn0011603	FBrf0144899	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0144899.html	Sh	ine	gg	
FBgn0011826	FBgn0063596	FBrf0149012	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0149012.html	Pp2B-14D	CS3-4	gg	
FBgn0000157	FBgn0015602	FBrf0139613	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0139613.html	Dll	BEAF-32	gg	
FBgn0004647	FBgn0019852	FBrf0090844	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0090844.html	N	anon-XII	gg	
FBgn0000061	FBgn0000154	FBrf0179395	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0179395.html	al	B	gg	
FBgn0003975	FBgn0013764	FBrf0139604	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0139604.html	vg	Chi	gg	
FBgn0000711	FBgn0010303	FBrf0200380	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0200380.html	flw	hep	gg	
FBgn0003861	FBgn0005614	"FBrf0100214, FBrf0087631, FBrf0129697, FBrf0111945, FBrf0129942, FBrf0129844"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0100214.html, http://flybase.net/reports/FBrf0087631.html, http://flybase.net/reports/FBrf0129697.html, http://flybase.net/reports/FBrf0111945.html, http://flybase.net/reports/FBrf0129942.html, http://flybase.net/reports/FBrf0129844.html"	trp	trpl	gg	
FBgn0000286	FBgn0003475	FBrf0088222	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0088222.html	Cf2	spir	gg	
FBgn0000257	FBgn0003996	FBrf0147069	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147069.html	car	w	gg	
FBgn0015946	FBgn0259785	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	grim	pzg	gg	
FBgn0001148	FBgn0003892	"FBrf0090453, FBrf0054627"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0090453.html, http://flybase.net/reports/FBrf0054627.html"	gsb	ptc	gg	
FBgn0004179	FBgn0266599	"FBrf0101634, FBrf0137066"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0101634.html, http://flybase.net/reports/FBrf0137066.html"	Csp	Hsc70-4	gg	
FBgn0023001	FBgn0038197	FBrf0187410	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187410.html	melt	foxo	gg	
FBgn0015541	FBgn0066122	FBrf0155803	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0155803.html	sda	E(sda)M	gg	
FBgn0000212	FBgn0003044	FBrf0055569	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0055569.html	brm	Pcl	gg	
FBgn0003410	FBgn0003651	FBrf0068529	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0068529.html	sina	svp	gg	
FBgn0001291	FBgn0003256	"FBrf0095439, FBrf0089778"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0095439.html, http://flybase.net/reports/FBrf0089778.html"	Jra	rl	gg	
FBgn0002643	FBgn0004837	"FBrf0111904, FBrf0090844, FBrf0076038"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0111904.html, http://flybase.net/reports/FBrf0090844.html, http://flybase.net/reports/FBrf0076038.html"	mam	Su(H)	gg	
FBgn0015602	FBgn0015664	FBrf0139673	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0139673.html	BEAF-32	Dref	gg	
FBgn0014020	FBgn0023172	"FBrf0099954, FBrf0167639, FBrf0167640, FBrf0180068"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0099954.html, http://flybase.net/reports/FBrf0167639.html, http://flybase.net/reports/FBrf0167640.html, http://flybase.net/reports/FBrf0180068.html"	Rho1	RhoGEF2	gg	
FBgn0003334	FBgn0266599	FBrf0135926	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0135926.html	Scm	Hsc70-4	gg	
FBgn0003041	FBgn0086710	FBrf0199094	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0199094.html	pbl	RpL30	gg	
FBgn0003975	FBgn0053554	FBrf0109032	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0109032.html	vg	Nipped-A	gg	
FBgn0001104	FBgn0001122	FBrf0191444	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0191444.html	Gë±i	Gë±o	gg	
FBgn0003330	FBgn0003862	FBrf0129826	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0129826.html	Sce	trx	gg	
FBgn0003965	FBgn0003996	FBrf0063569	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0063569.html	v	w	gg	
FBgn0003053	FBgn0021867	FBrf0180294	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180294.html	peb	l(2)k13905	gg	
FBgn0004861	FBgn0028387	FBrf0146943	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0146943.html	ph-p	chm	gg	
FBgn0014007	FBgn0264089	FBrf0125454	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0125454.html	Ptp69D	sli	gg	
FBgn0003205	FBgn0041617	FBrf0127348	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0127348.html	Ras85D	SM3-3	gg	
FBgn0001108	FBgn0011760	"FBrf0188025, FBrf0174932"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0188025.html, http://flybase.net/reports/FBrf0174932.html"	DCTN1-p150	ctp	gg	
FBgn0010315	FBgn0015799	FBrf0129782	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0129782.html	CycD	Rbf	gg	
FBgn0002973	FBgn0031434	FBrf0183368	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0183368.html	numb	insv	gg	
FBgn0000097	FBgn0040328	FBrf0125429	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0125429.html	aop	EY3-3	gg	
FBgn0026336	FBgn0264959	FBrf0107534	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0107534.html	Su(tor)2-68-20	Src42A	gg	
FBgn0003044	FBgn0003996	"FBrf0111986, FBrf0102846, FBrf0112149"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0111986.html, http://flybase.net/reports/FBrf0102846.html, http://flybase.net/reports/FBrf0112149.html"	Pcl	w	gg	
FBgn0002910	FBgn0003996	"FBrf0049829, FBrf0006515, FBrf0051869, FBrf0022720"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0049829.html, http://flybase.net/reports/FBrf0006515.html, http://flybase.net/reports/FBrf0051869.html, http://flybase.net/reports/FBrf0022720.html"	mw	w	gg	
FBgn0003042	FBgn0027378	FBrf0193464	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0193464.html	Pc	MRG15	gg	
FBgn0000490	FBgn0003463	"FBrf0160375, FBrf0091302, FBrf0127408"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0160375.html, http://flybase.net/reports/FBrf0091302.html, http://flybase.net/reports/FBrf0127408.html"	dpp	sog	gg	
FBgn0002716	FBgn0028525	FBrf0158808	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0158808.html	mei-W68	c(2)M	gg	
