FLY_GENE1	FLY_GENE2	REFERENCE	DATE_LAST_UPDATED	DATA_VERSION	REFERENCEURL	SYMBOL_BD	SYMBOL_AD	INTERACTION_TYPE	INTERACTION_DETECT_METHODS
FBgn0003205	FBgn0014854	FBrf0106478	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0106478.html	Ras85D	htl::tor	gg	
FBgn0002576	FBgn0283437	FBrf0036624	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0036624.html	lz	PPO1	gg	
FBgn0004857	FBgn0004858	FBrf0093413	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0093413.html	elA	elB	gg	
FBgn0001250	FBgn0010269	FBrf0152039	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0152039.html	if	Dsor1	gg	
FBgn0010333	FBgn0015247	FBrf0179220	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0179220.html	Rac1	Diap2	gg	
FBgn0000658	FBgn0004635	FBrf0076146	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0076146.html	fj	rho	gg	
FBgn0004884	FBgn0262582	FBrf0144844	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0144844.html	bwk	cic	gg	
FBgn0004861	FBgn0014389	FBrf0058522	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0058522.html	ph-p	e(Pc)84DE	gg	
FBgn0003731	FBgn0023223	FBrf0099460	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0099460.html	Egfr	E(Egfr)C12	gg	
FBgn0001235	FBgn0262975	FBrf0130138	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0130138.html	hth	cnc	gg	
FBgn0000097	FBgn0002576	FBrf0151256	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0151256.html	aop	lz	gg	
FBgn0084445	FBgn0267825	FBrf0187660	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187660.html	EP2012	L	gg	
FBgn0000182	FBgn0004884	FBrf0167514	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167514.html	BicC	bwk	gg	
FBgn0000097	FBgn0014388	FBrf0108521	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0108521.html	aop	sty	gg	
FBgn0001965	FBgn0010333	FBrf0155484	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0155484.html	Sos	Rac1	gg	
FBgn0003862	FBgn0020412	FBrf0167636	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167636.html	trx	JIL-1	gg	
FBgn0011766	FBgn0026204	FBrf0108515	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0108515.html	E2f1	milou	gg	
FBgn0003117	FBgn0034240	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	MESR4	gg	
FBgn0003391	FBgn0027647	FBrf0123026	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0123026.html	shg	l(2)dC9	gg	
FBgn0003145	FBgn0262656	"FBrf0138373, FBrf0144833"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0138373.html, http://flybase.net/reports/FBrf0144833.html"	prd	Myc	gg	
FBgn0003042	FBgn0261885	"FBrf0048952, FBrf0066905"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0048952.html, http://flybase.net/reports/FBrf0066905.html"	Pc	osa	gg	
FBgn0001169	FBgn0086357	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	H	Sec61ë±	gg	
FBgn0004618	FBgn0016635	FBrf0087580	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0087580.html	gl	E(gl)3C	gg	
FBgn0259685	FBgn0261854	FBrf0180375	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180375.html	crb	aPKC	gg	
FBgn0003870	FBgn0004170	FBrf0152198	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0152198.html	ttk	sc	gg	
FBgn0003310	FBgn0005672	"FBrf0078442, FBrf0167498, FBrf0167499, FBrf0138467, FBrf0107107"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0078442.html, http://flybase.net/reports/FBrf0167498.html, http://flybase.net/reports/FBrf0167499.html, http://flybase.net/reports/FBrf0138467.html, http://flybase.net/reports/FBrf0107107.html"	S	spi	gg	
FBgn0003502	FBgn0011726	FBrf0187454	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187454.html	Btk29A	tsr	gg	
FBgn0002673	FBgn0011206	FBrf0123118	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0123118.html	twe	bol	gg	
FBgn0010316	FBgn0016977	FBrf0111491	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0111491.html	dap	spen	gg	
FBgn0025741	FBgn0266136	FBrf0179119	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0179119.html	PlexA	Gyc76C	gg	
FBgn0003882	FBgn0260789	FBrf0155516	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0155516.html	tub	mxc	gg	
FBgn0000577	FBgn0001148	FBrf0093362	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0093362.html	en	gsb	gg	
FBgn0003028	FBgn0085432	FBrf0110515	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0110515.html	ovo	pan	gg	
FBgn0000463	FBgn0010433	FBrf0127389	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0127389.html	Dl	ato	gg	
FBgn0003285	FBgn0028369	FBrf0139637	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0139637.html	rst	kirre	gg	
FBgn0000533	FBgn0028990	FBrf0167485	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167485.html	ea	Spn27A	gg	
FBgn0000546	FBgn0030486	FBrf0200522	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0200522.html	EcR	Set2	gg	
FBgn0004657	FBgn0025736	FBrf0104793	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0104793.html	mys	puri	gg	
FBgn0002783	FBgn0004198	FBrf0187644	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187644.html	mor	ct	gg	
FBgn0015946	FBgn0019972	FBrf0192459	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0192459.html	grim	Drice	gg	
FBgn0003984	FBgn0005386	FBrf0128573	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0128573.html	vn	ash1	gg	
FBgn0000635	FBgn0005775	FBrf0130183	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0130183.html	Fas2	Con	gg	
FBgn0002561	FBgn0004838	FBrf0101998	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0101998.html	l(1)sc	Hrb27C	gg	
FBgn0000405	FBgn0002914	FBrf0144853	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0144853.html	CycB	Myb	gg	
FBgn0003117	FBgn0062693	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	EP1246	gg	
FBgn0000097	FBgn0001291	FBrf0086055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0086055.html	aop	Jra	gg	
FBgn0000221	FBgn0001404	FBrf0190118	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190118.html	brn	egh	gg	
FBgn0003041	FBgn0003165	FBrf0199094	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0199094.html	pbl	pum	gg	
FBgn0002940	FBgn0039774	FBrf0175079	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0175079.html	ninaE	CDase	gg	
FBgn0004009	FBgn0004859	"FBrf0141480, FBrf0134579, FBrf0079140"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0141480.html, http://flybase.net/reports/FBrf0134579.html, http://flybase.net/reports/FBrf0079140.html"	wg	ci	gg	
FBgn0002121	FBgn0004647	FBrf0158820	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0158820.html	l(2)gl	N	gg	
FBgn0030057	FBgn0036039	FBrf0201672	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0201672.html	Ppt1	Naa60	gg	
FBgn0003041	FBgn0262447	FBrf0199094	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0199094.html	pbl	mir-14	gg	
FBgn0019972	FBgn0260635	FBrf0192459	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0192459.html	Drice	Diap1	gg	
FBgn0003044	FBgn0003944	FBrf0038059	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0038059.html	Pcl	Ubx	gg	
FBgn0003285	FBgn0027609	FBrf0149131	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0149131.html	rst	morgue	gg	
FBgn0003117	FBgn0035626	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	lin-28	gg	
FBgn0029996	FBgn0030057	FBrf0201672	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0201672.html	UbcE2H	Ppt1	gg	
FBgn0001169	FBgn0038325	FBrf0145130	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0145130.html	H	Atg4b	gg	
FBgn0000229	FBgn0030018	FBrf0193269	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0193269.html	bsk	slpr	gg	
FBgn0000283	FBgn0010342	FBrf0174805	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0174805.html	Cp190	Map60	gg	
FBgn0000810	FBgn0003482	FBrf0100046	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0100046.html	fs(1)K10	spn-D	gg	
FBgn0261885	FBgn0265598	"FBrf0139604, FBrf0179340"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0139604.html, http://flybase.net/reports/FBrf0179340.html"	osa	Bx	gg	
FBgn0000629	FBgn0261823	FBrf0141551	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0141551.html	E(z)	Asx	gg	
FBgn0000543	FBgn0002187	FBrf0065422	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0065422.html	ecd	l(3)62Da	gg	
FBgn0014007	FBgn0046882	FBrf0139775	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0139775.html	Ptp69D	Lar::Ptp69D	gg	
FBgn0014007	FBgn0014133	FBrf0190086	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190086.html	Ptp69D	bif	gg	
FBgn0002643	FBgn0003079	FBrf0087493	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0087493.html	mam	Raf	gg	
FBgn0000490	FBgn0085424	FBrf0098758	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0098758.html	dpp	nub	gg	
FBgn0002638	FBgn0003997	FBrf0174533	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0174533.html	Rcc1	hid	gg	
FBgn0000422	FBgn0005626	FBrf0123221	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0123221.html	Ddc	ple	gg	
FBgn0003742	FBgn0025728	FBrf0105474	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0105474.html	tra2	tra2::U2af50	gg	
FBgn0003218	FBgn0033075	FBrf0187818	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187818.html	rdgB	Pld	gg	
FBgn0001169	FBgn0069242	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	H	eca	gg	
FBgn0001965	FBgn0003205	FBrf0125429	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0125429.html	Sos	Ras85D	gg	
FBgn0004198	FBgn0042085	FBrf0187644	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187644.html	ct	Bap170	gg	
FBgn0000996	FBgn0004367	FBrf0139616	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0139616.html	dup	mei-41	gg	
FBgn0000562	FBgn0000606	FBrf0180141	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180141.html	egl	eve	gg	
FBgn0001169	FBgn0027492	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	H	wdb	gg	
FBgn0000273	FBgn0000352	"FBrf0068440, FBrf0087686, FBrf0046012"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0068440.html, http://flybase.net/reports/FBrf0087686.html, http://flybase.net/reports/FBrf0046012.html"	Pka-C1	cos	gg	
FBgn0003984	FBgn0030964	FBrf0139607	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0139607.html	vn	Pvf1	gg	
FBgn0033885	FBgn0039802	FBrf0187321	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187321.html	DJ-1ë±	dj-1ë_	gg	
FBgn0003169	FBgn0004103	FBrf0158995	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0158995.html	put	Pp1-87B	gg	
FBgn0003444	FBgn0069240	FBrf0160613	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0160613.html	smo	fz::smo	gg	
FBgn0003310	FBgn0259176	FBrf0084455	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0084455.html	S	bun	gg	
FBgn0003079	FBgn0015379	FBrf0137058	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0137058.html	Raf	dod	gg	
FBgn0001075	FBgn0262029	FBrf0193425	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0193425.html	ft	d	gg	
FBgn0000289	FBgn0262029	FBrf0009040	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0009040.html	cg	d	gg	
FBgn0004861	FBgn0020011	FBrf0112149	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0112149.html	ph-p	Fab-7	gg	
FBgn0010269	FBgn0016736	FBrf0087493	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0087493.html	Dsor1	SR3-6	gg	
FBgn0021796	FBgn0035300	FBrf0187461	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187461.html	Tor	CG1139	gg	
FBgn0000490	FBgn0001169	FBrf0149093	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0149093.html	dpp	H	gg	
FBgn0005655	FBgn0259785	FBrf0201686	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0201686.html	PCNA	pzg	gg	
FBgn0003731	FBgn0013469	FBrf0179423	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0179423.html	Egfr	klu	gg	
FBgn0000117	FBgn0000404	FBrf0123026	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0123026.html	arm	CycA	gg	
FBgn0015541	FBgn0263995	"FBrf0155803, FBrf0188512"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0155803.html, http://flybase.net/reports/FBrf0188512.html"	sda	cpo	gg	
FBgn0003117	FBgn0062706	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	EP1062	gg	
FBgn0003053	FBgn0021967	FBrf0180294	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180294.html	peb	ND-PDSW	gg	
FBgn0000212	FBgn0003339	FBrf0080053	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0080053.html	brm	Scr	gg	
FBgn0003444	FBgn0083308	FBrf0188528	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188528.html	smo	E(smoDN)1438	gg	
FBgn0004875	FBgn0261617	FBrf0190701	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190701.html	enc	nej	gg	
FBgn0000209	FBgn0003996	FBrf0055810	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0055810.html	Bpt	w	gg	
FBgn0003117	FBgn0264562	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	Hr4	gg	
FBgn0026160	FBgn0260642	FBrf0155711	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0155711.html	tna	Antp	gg	
FBgn0000352	FBgn0005355	FBrf0065539	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0065539.html	cos	Su(fu)	gg	
FBgn0000179	FBgn0004009	FBrf0108559	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0108559.html	bi	wg	gg	
FBgn0002284	FBgn0086134	"FBrf0107282, FBrf0194466"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0107282.html, http://flybase.net/reports/FBrf0194466.html"	Prosë_6	Prosë±2	gg	
FBgn0000158	FBgn0011207	FBrf0190332	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190332.html	bam	pelo	gg	
FBgn0003079	FBgn0003651	"FBrf0078827, FBrf0076133"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0078827.html, http://flybase.net/reports/FBrf0076133.html"	Raf	svp	gg	
FBgn0001297	FBgn0263289	FBrf0194142	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0194142.html	kay	scrib	gg	
FBgn0003300	FBgn0261593	FBrf0086390	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0086390.html	run	RpS10b	gg	
FBgn0000212	FBgn0031759	FBrf0129826	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0129826.html	brm	lid	gg	
FBgn0000117	FBgn0011817	FBrf0179535	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0179535.html	arm	nmo	gg	
FBgn0003430	FBgn0262955	FBrf0054059	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0054059.html	slp1	RpII140	gg	
FBgn0004618	FBgn0025680	"FBrf0174852, FBrf0135910"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0174852.html, http://flybase.net/reports/FBrf0135910.html"	gl	cry	gg	
FBgn0033659	FBgn0260635	FBrf0136983	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0136983.html	Damm	Diap1	gg	
FBgn0000629	FBgn0013263	FBrf0141551	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0141551.html	E(z)	Trl	gg	
FBgn0004647	FBgn0023174	FBrf0111484	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0111484.html	N	Prosë_2	gg	
FBgn0002593	FBgn0015279	FBrf0190712	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190712.html	RpLP1	Pi3K92E	gg	
FBgn0010341	FBgn0030505	FBrf0187664	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187664.html	Cdc42	NFAT	gg	
FBgn0011766	FBgn0028578	FBrf0111491	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0111491.html	E2f1	pjc-16	gg	
FBgn0025124	FBgn0262955	FBrf0103303	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0103303.html	su(RpII140<up>Z36</up>)S4	RpII140	gg	
FBgn0001168	FBgn0004170	"FBrf0084943, FBrf0058096"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0084943.html, http://flybase.net/reports/FBrf0058096.html"	h	sc	gg	
FBgn0010313	FBgn0266557	FBrf0145129	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0145129.html	corto	kis	gg	
FBgn0013343	FBgn0017558	FBrf0188513	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188513.html	Syx1A	Pdk	gg	
FBgn0002774	FBgn0263220	FBrf0038065	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0038065.html	mle	Hk	gg	
FBgn0263220	FBgn0264255	FBrf0051924	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0051924.html	Hk	para	gg	
FBgn0001139	FBgn0010575	FBrf0193648	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0193648.html	gro	sbb	gg	
FBgn0003267	FBgn0043557	FBrf0131272	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0131272.html	ro	Su(ro<up>DOM</up>)2014	gg	
FBgn0004435	FBgn0005631	FBrf0149078	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0149078.html	Gë±q	robo1	gg	
FBgn0003117	FBgn0062696	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	EP1191	gg	
FBgn0000163	FBgn0261873	"FBrf0141669, FBrf0155997"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0141669.html, http://flybase.net/reports/FBrf0155997.html"	baz	sdt	gg	
FBgn0003716	FBgn0261648	FBrf0138367	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0138367.html	tkv	salm	gg	
FBgn0003495	FBgn0003719	FBrf0090758	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0090758.html	spz	tld	gg	
FBgn0002940	FBgn0004435	FBrf0174855	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0174855.html	ninaE	Gë±q	gg	
FBgn0003977	FBgn0005616	FBrf0085215	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0085215.html	vir	msl-2	gg	
FBgn0004574	FBgn0043362	FBrf0201586	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0201586.html	Rop	bchs	gg	
FBgn0000711	FBgn0004103	FBrf0202083	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0202083.html	flw	Pp1-87B	gg	
FBgn0003366	FBgn0041159	FBrf0126713	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0126713.html	sev	dos::Hsap\GAB1	gg	
FBgn0003117	FBgn0062651	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	EP382	gg	
FBgn0030360	FBgn0266464	FBrf0187645	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187645.html	CG1806	Nsf2	gg	
FBgn0010382	FBgn0082630	FBrf0180291	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180291.html	CycE	S(CycE<up>JP</up>)2.8	gg	
FBgn0023169	FBgn0038167	FBrf0201353	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0201353.html	AMPKë±	Lkb1	gg	
FBgn0003117	FBgn0010226	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	GstS1	gg	
FBgn0002543	FBgn0010415	FBrf0174474	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0174474.html	robo2	Sdc	gg	
FBgn0013718	FBgn0015790	FBrf0187226	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187226.html	nuf	Rab11	gg	
FBgn0011715	FBgn0025825	FBrf0180290	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180290.html	Snr1	HDAC3	gg	
FBgn0027053	FBgn0027054	FBrf0158863	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0158863.html	CSN5	CSN4	gg	
FBgn0002629	FBgn0002732	FBrf0111325	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0111325.html	E(spl)m4-BFM	E(spl)më±-BFM	gg	
FBgn0003366	FBgn0003731	"FBrf0127389, FBrf0108171, FBrf0128139"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0127389.html, http://flybase.net/reports/FBrf0108171.html, http://flybase.net/reports/FBrf0128139.html"	sev	Egfr	gg	
FBgn0010333	FBgn0086356	FBrf0131402	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0131402.html	Rac1	tum	gg	
FBgn0001139	FBgn0003267	FBrf0131272	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0131272.html	gro	ro	gg	
FBgn0004837	FBgn0015946	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	Su(H)	grim	gg	
FBgn0004380	FBgn0028421	FBrf0167402	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167402.html	Klp64D	Kap3	gg	
FBgn0004367	FBgn0034728	FBrf0194855	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0194855.html	mei-41	rad50	gg	
FBgn0003145	FBgn0043899	FBrf0132299	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0132299.html	prd	gsb::Mmus\Pax3	gg	
FBgn0010303	FBgn0044323	FBrf0145123	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0145123.html	hep	Cka	gg	
FBgn0003042	FBgn0003513	FBrf0100109	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0100109.html	Pc	ss	gg	
FBgn0003053	FBgn0036974	FBrf0180294	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180294.html	peb	eRF1	gg	
FBgn0010382	FBgn0026597	FBrf0180291	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180291.html	CycE	Axn	gg	
FBgn0000546	FBgn0040372	FBrf0193354	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0193354.html	EcR	G9a	gg	
FBgn0003559	FBgn0003975	FBrf0110811	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0110811.html	su(f)	vg	gg	
FBgn0001169	FBgn0002719	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	H	Men	gg	
FBgn0000117	FBgn0000212	FBrf0139643	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0139643.html	arm	brm	gg	
FBgn0031453	FBgn0034240	FBrf0188513	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188513.html	Bacc	MESR4	gg	
FBgn0000015	FBgn0003339	FBrf0068401	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0068401.html	Abd-B	Scr	gg	
FBgn0000158	FBgn0026206	FBrf0130005	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0130005.html	bam	mei-P26	gg	
FBgn0000320	FBgn0011648	FBrf0125176	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0125176.html	eya	Mad	gg	
FBgn0004101	FBgn0086384	FBrf0136951	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0136951.html	bs	Mer	gg	
FBgn0004644	FBgn0029088	FBrf0155685	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0155685.html	hh	disp	gg	
FBgn0000490	FBgn0003716	"FBrf0105284, FBrf0094777, FBrf0194511, FBrf0105285, FBrf0199087, FBrf0092741, FBrf0074149, FBrf0074016"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0105284.html, http://flybase.net/reports/FBrf0094777.html, http://flybase.net/reports/FBrf0194511.html, http://flybase.net/reports/FBrf0105285.html, http://flybase.net/reports/FBrf0199087.html, http://flybase.net/reports/FBrf0092741.html, http://flybase.net/reports/FBrf0074149.html, http://flybase.net/reports/FBrf0074016.html"	dpp	tkv	gg	
FBgn0003444	FBgn0083298	FBrf0188528	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188528.html	smo	E(smoDN)1835	gg	
FBgn0036892	FBgn0266464	FBrf0187645	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187645.html	Lon	Nsf2	gg	
FBgn0000536	FBgn0265297	FBrf0183998	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0183998.html	eas	pAbp	gg	
FBgn0000404	FBgn0004106	"FBrf0108196, FBrf0096324, FBrf0136835"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0108196.html, http://flybase.net/reports/FBrf0096324.html, http://flybase.net/reports/FBrf0136835.html"	CycA	Cdk1	gg	
FBgn0003371	FBgn0261617	FBrf0104794	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0104794.html	sgg	nej	gg	
FBgn0001235	FBgn0086655	FBrf0194382	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0194382.html	hth	jing	gg	
FBgn0000629	FBgn0003339	FBrf0080053	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0080053.html	E(z)	Scr	gg	
FBgn0000490	FBgn0004644	"FBrf0102736, FBrf0158852, FBrf0190309"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0102736.html, http://flybase.net/reports/FBrf0158852.html, http://flybase.net/reports/FBrf0190309.html"	dpp	hh	gg	
FBgn0000463	FBgn0015600	FBrf0100048	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0100048.html	Dl	toc	gg	
FBgn0013263	FBgn0024491	FBrf0133277	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0133277.html	Trl	Bin1	gg	
FBgn0003271	FBgn0259168	FBrf0044917	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0044917.html	rol	mnb	gg	
